2025-09-11 12:00:04.127110425 +0200 CEST m=+0.521370444,SRSS - 0000000000000000
2025-09-11 12:00:04.127276439 +0200 CEST m=+0.521536468,SRRR - 0000000000000000
2025-09-11 12:00:04.127324777 +0200 CEST m=+0.521584790,SRSS - 0000000000000000
2025-09-11 12:00:04.127368512 +0200 CEST m=+0.521628524,SRSS - 0000000000000000
2025-09-11 12:00:04.127411356 +0200 CEST m=+0.521671368,SSSRSSSSSSSSSS - 0000000000000000
2025-09-11 12:00:04.127455703 +0200 CEST m=+0.521715716,SSSRSSSSSSSSSS - 0000000000000000
2025-09-11 12:00:04.561965426 +0200 CEST m=+0.956225455,SSRSSSSSSSSSSS - 0000000000000000
2025-09-11 12:00:04.562014908 +0200 CEST m=+0.956274914,SSSRSSSSSSSSSS - 0000000000000000
2025-09-11 12:00:04.562029499 +0200 CEST m=+0.956289507,SSRSSSSSSSSSSS - 0000000000000000
2025-09-11 12:00:04.562043208 +0200 CEST m=+0.956303216,SSSRSSSSSSSSSS - 0000000000000000
2025-09-11 12:00:04.562056716 +0200 CEST m=+0.956316723,SSRSSSSSSSSSSS - 0000000000000000
2025-09-11 12:00:04.562070118 +0200 CEST m=+0.956330126,SSSRSSSSSSSSSS - 0000000000000000
2025-09-11 12:00:05.35148699 +0200 CEST m=+1.745746998,SSRSSSSSSSSSSS - 0000000000000000
2025-09-11 12:00:05.35153383 +0200 CEST m=+1.745793840,SSSRSSSSSSSSSS - 0000000000000000
2025-09-11 12:00:05.351548615 +0200 CEST m=+1.745808624,SSRSSSSSSSSSSS - 0000000000000000
2025-09-11 12:00:05.35156284 +0200 CEST m=+1.745822848,SSRSSSSSSSSSSS - 0000000000000000
2025-09-11 12:00:05.351576679 +0200 CEST m=+1.745836687,SSRSSSSSSSSSSS - 0000000000000000
2025-09-11 12:00:05.351590615 +0200 CEST m=+1.745850625,SSSRSSSSSSSSSS - 0000000000000000
2025-09-11 12:00:05.573509606 +0200 CEST m=+1.967769616,SSSRSSSSSSSSSS - 0000000000000000
2025-09-11 12:00:05.573545749 +0200 CEST m=+1.967805755,SSRSSSSSSSSSSS - 0000000000000000
2025-09-11 12:00:05.573560617 +0200 CEST m=+1.967820622,SSSRSSSSSSSSSS - 0000000000000000
2025-09-11 12:00:05.573573096 +0200 CEST m=+1.967833102,SSRSSSSSSSSSSS - 0000000000000000
2025-09-11 12:00:05.573586689 +0200 CEST m=+1.967846694,SSSRSSSSSSSSSS - 0000000000000000
2025-09-11 12:00:05.573598867 +0200 CEST m=+1.967858873,SSRSSSSSSSSSSS - 0000000000000000
2025-09-11 12:00:06.262279343 +0200 CEST m=+2.656539352,SSSRSSSSSSSSSS - 0000000000000000
2025-09-11 12:00:06.262316503 +0200 CEST m=+2.656576511,SSSRSSSSSSSSSS - 0000000000000000
2025-09-11 12:00:06.262330825 +0200 CEST m=+2.656590832,SSSRSSSSSSSSSS - 0000000000000000
2025-09-11 12:00:06.262345131 +0200 CEST m=+2.656605138,SSSRSSSSSSSSSS - 0000000000000000
