date, log
2025-09-03 15:45:58.047626748 +0200 CEST m=+1.411032683,""""""
2025-09-03 15:45:58.20123776 +0200 CEST m=+1.564643695,""""""
2025-09-03 15:45:58.42631322 +0200 CEST m=+1.789719154,""""""
2025-09-03 15:45:58.546407501 +0200 CEST m=+1.909813437,""""""
2025-09-03 15:45:58.781278389 +0200 CEST m=+2.144684324,""""""
2025-09-03 15:45:58.905798024 +0200 CEST m=+2.269203955,""""""
2025-09-03 15:45:59.017130962 +0200 CEST m=+2.380536895,""""""
