date, log
2025-09-03 15:46:01.341607838 +0200 CEST m=+4.705013776,""""""
2025-09-03 15:46:01.454401007 +0200 CEST m=+4.817806943,""""""
2025-09-03 15:46:01.56298201 +0200 CEST m=+4.926387945,""""""
2025-09-03 15:46:01.673923048 +0200 CEST m=+5.037328983,""""""
2025-09-03 15:46:01.798181359 +0200 CEST m=+5.161587297,""""""
