2025-09-11 11:57:57.91156701 +0200 CEST m=+0.181905792,SRSS - 0000000000000000

2025-09-11 11:57:57.911636749 +0200 CEST m=+0.181975532,SRRS - 0000000000000000

2025-09-11 11:57:57.911654138 +0200 CEST m=+0.181992921,SRSS - 0000000000000000

2025-09-11 11:57:57.911669636 +0200 CEST m=+0.182008418,SRRS - 0000000000000000

2025-09-11 11:57:57.911685258 +0200 CEST m=+0.182024042,SRSS - 0000000000000000

2025-09-11 11:57:57.911700822 +0200 CEST m=+0.182039604,SRSS - 0000000000000000

2025-09-11 11:57:58.008816486 +0200 CEST m=+0.279155273,SSSSSSSRSSSSSS - 0000000000000000

2025-09-11 11:57:58.008945424 +0200 CEST m=+0.279284207,SSSSSSSRSSSSSS - 0000000000000000

2025-09-11 11:57:58.008972693 +0200 CEST m=+0.279311476,SSSSSSSRSSSSSS - 0000000000000000

2025-09-11 11:57:58.128584527 +0200 CEST m=+0.398923315,SSSSSSSRSSSSSS - 0000000000000000

2025-09-11 11:57:58.244816715 +0200 CEST m=+0.515155504,SSRSSSSSRSSSSS - 0000000000000000

2025-09-11 11:57:58.244913672 +0200 CEST m=+0.515252458,SSSSSSSSSSRSSS - 0000000000000000

2025-09-11 11:57:58.244970523 +0200 CEST m=+0.515309307,SSSSSSSSSSRSSS - 0000000000000000

2025-09-11 11:57:58.346693892 +0200 CEST m=+0.617032670,SSRSSSSSSSSSSS - 0000000000000000

2025-09-11 11:57:58.346776806 +0200 CEST m=+0.617115584,SSSRSSSSSSSSSS - 0000000000000000

2025-09-11 11:57:58.346826757 +0200 CEST m=+0.617165537,SSRSSSSSSSSSSS - 0000000000000000

2025-09-11 11:57:58.346870891 +0200 CEST m=+0.617209674,SSRSSSSSSSSSSS - 0000000000000000

2025-09-11 11:57:58.457023973 +0200 CEST m=+0.727362760,SSSRSSSSSSSSSS - 0000000000000000

2025-09-11 11:57:58.551411306 +0200 CEST m=+0.821750086,SSRSSSSSSSSSSS - 0000000000000000

2025-09-11 11:57:59.036496028 +0200 CEST m=+1.306834808,SSRSSSSSSSSSSS - 0000000000000000

2025-09-11 11:57:59.14533033 +0200 CEST m=+1.415669115,SSRSSSSSSSSSSS - 0000000000000000

2025-09-11 11:57:59.248170121 +0200 CEST m=+1.518508901,SSSRSSSSSSSSSS - 0000000000000000

2025-09-11 11:57:59.431772568 +0200 CEST m=+1.702111347,SSRSSSSSSSSSSS - 0000000000000000

2025-09-11 11:57:59.431816222 +0200 CEST m=+1.702155002,SSRSSSSSSSSSSS - 0000000000000000

2025-09-11 11:57:59.753502331 +0200 CEST m=+2.023841113,SSSRSSSSSSSSSS - 0000000000000000

2025-09-11 11:57:59.95555621 +0200 CEST m=+2.225895024,SSRSSSSSSSSSSS - 0000000000000000

2025-09-11 11:58:00.096202934 +0200 CEST m=+2.366541737,SSSRSSSSSSSSSS - 0000000000000000

2025-09-11 11:58:00.096327184 +0200 CEST m=+2.366665983,SSRSSSSSSSSSSS - 0000000000000000

2025-09-11 11:58:00.279477918 +0200 CEST m=+2.549816694,SSRSSSSSSSSSSS - 0000000000000000

2025-09-11 11:58:00.279512837 +0200 CEST m=+2.549851611,SSRSSSSSSSSSSS - 0000000000000000

