date, log
2025-09-04 11:06:26.977752283 +0200 CEST m=+14.270647320,"""ERROR 1: GDALWMS: Unable to download block 0, 0.
URL: server certificate verification failed. CAfile: none CRLfile: none
  HTTP status code: 0, error: server certificate verification failed. CAfile: none CRLfile: none.
Add the HTTP status code to <ZeroBlockHttpCodes> to ignore this error (see http://www.gdal.org/frmt_wms.html).
"""
2025-09-04 11:06:26.988595619 +0200 CEST m=+14.281490617,"""ERROR 1: GDAL_WMS>, band 1: IReadBlock failed at X offset 0, Y offset 0: GDALWMS: Unable to download block 0, 0.
URL: server certificate verification failed. CAfile: none CRLfile: none
  HTTP status code: 0, error: server certificate verification failed. CAfile: none CRLfile: none.
Add the HTTP status code to <ZeroBlockHttpCodes> to ignore this error (see http://www.gdal.org/frmt_wms.html).
ERROR 1: libpng: No IDATs written into file
"""
2025-09-04 11:06:27.045554756 +0200 CEST m=+14.338449750,"""terminate called after throwing an instance of 'Wt::WException'
"""
2025-09-04 11:06:27.057118342 +0200 CEST m=+14.350013336,"""  what():  WRasterImage::done() image could not be converted to blob - is your image type supported by GraphicsMagick?
Magick: abort due to signal 6 (SIGABRT) "Abort"...
"""
