date, log
2025-09-03 15:49:23.092950191 +0200 CEST m=+0.861792040,""""""
2025-09-03 15:49:23.43954684 +0200 CEST m=+1.208388686,""""""
2025-09-03 15:49:23.547307456 +0200 CEST m=+1.316149300,""""""
2025-09-03 15:49:23.884061482 +0200 CEST m=+1.652903332,""""""
