date, log
2025-09-03 14:20:58.598102607 +0200 CEST m=+20.573692020,"""ERROR 1: GDALWMS: Unable to download block 0, 0.
URL: server certificate verification failed. CAfile: none CRLfile: none
  HTTP status code: 0, error: server certificate verification failed. CAfile: none CRLfile: none.
Add the HTTP status code to <ZeroBlockHttpCodes> to ignore this error (see http://www.gdal.org/frmt_wms.html).
"""
2025-09-03 14:20:58.608673809 +0200 CEST m=+20.584263206,"""ERROR 1: GDAL_WMS>, band 1: IReadBlock failed at X offset 0, Y offset 0: GDALWMS: Unable to download block 0, 0.
URL: server certificate verification failed. CAfile: none CRLfile: none
  HTTP status code: 0, error: server certificate verification failed. CAfile: none CRLfile: none.
Add the HTTP status code to <ZeroBlockHttpCodes> to ignore this error (see http://www.gdal.org/frmt_wms.html).
ERROR 1: libpng: No IDATs written into file
"""
2025-09-03 14:20:58.637850069 +0200 CEST m=+20.613439465,"""terminate called after throwing an instance of 'Wt::WException'
"""
