date, log
2025-09-03 15:46:00.060764597 +0200 CEST m=+3.424170530,""""""
2025-09-03 15:46:00.175994901 +0200 CEST m=+3.539400834,""""""
2025-09-03 15:46:00.296245943 +0200 CEST m=+3.659651880,""""""
2025-09-03 15:46:00.399798237 +0200 CEST m=+3.763204176,""""""
2025-09-03 15:46:00.522858903 +0200 CEST m=+3.886264841,""""""
2025-09-03 15:46:00.768699363 +0200 CEST m=+4.132105297,""""""
2025-09-03 15:46:01.020745826 +0200 CEST m=+4.384151779,""""""
