date, log
2025-09-03 15:46:02.257257224 +0200 CEST m=+5.620663158,""""""
2025-09-03 15:46:02.482730873 +0200 CEST m=+5.846136809,""""""
2025-09-03 15:46:02.598713752 +0200 CEST m=+5.962119685,""""""
2025-09-03 15:46:02.705230931 +0200 CEST m=+6.068636865,""""""
