date, log
2025-09-03 15:45:59.130738299 +0200 CEST m=+2.494144234,""""""
2025-09-03 15:45:59.24816153 +0200 CEST m=+2.611567464,""""""
2025-09-03 15:45:59.369838253 +0200 CEST m=+2.733244188,""""""
2025-09-03 15:45:59.485392347 +0200 CEST m=+2.848798281,""""""
2025-09-03 15:45:59.60280245 +0200 CEST m=+2.966208386,""""""
2025-09-03 15:45:59.724332762 +0200 CEST m=+3.087738699,""""""
2025-09-03 15:45:59.830020857 +0200 CEST m=+3.193426794,""""""
2025-09-03 15:45:59.951037646 +0200 CEST m=+3.314443579,""""""
