date, log
2025-09-03 15:47:18.138968429 +0200 CEST m=+2.506604829,""""""
2025-09-03 15:47:18.352623517 +0200 CEST m=+2.720259911,""""""
2025-09-03 15:47:18.476566892 +0200 CEST m=+2.844203289,""""""
2025-09-03 15:47:18.583456988 +0200 CEST m=+2.951093386,""""""
2025-09-03 15:47:18.704881477 +0200 CEST m=+3.072517872,""""""
2025-09-03 15:47:18.913329478 +0200 CEST m=+3.280965875,""""""
2025-09-03 15:47:19.023879797 +0200 CEST m=+3.391516194,""""""
