date, log
2025-09-03 15:47:16.078286969 +0200 CEST m=+0.445923365,""""""
2025-09-03 15:47:16.186274448 +0200 CEST m=+0.553910846,""""""
2025-09-03 15:47:16.295320309 +0200 CEST m=+0.662956704,""""""
2025-09-03 15:47:16.408041146 +0200 CEST m=+0.775677542,""""""
2025-09-03 15:47:16.518673952 +0200 CEST m=+0.886310348,""""""
2025-09-03 15:47:16.640708805 +0200 CEST m=+1.008345200,""""""
2025-09-03 15:47:16.750760655 +0200 CEST m=+1.118397049,""""""
2025-09-03 15:47:16.859511106 +0200 CEST m=+1.227147500,""""""
2025-09-03 15:47:16.984592203 +0200 CEST m=+1.352228598,""""""
