date, log
2025-09-03 15:47:17.097593305 +0200 CEST m=+1.465229700,""""""
2025-09-03 15:47:17.330263786 +0200 CEST m=+1.697900182,""""""
2025-09-03 15:47:17.440513778 +0200 CEST m=+1.808150171,""""""
2025-09-03 15:47:17.569597535 +0200 CEST m=+1.937233928,""""""
2025-09-03 15:47:17.683133253 +0200 CEST m=+2.050769646,""""""
2025-09-03 15:47:17.903439439 +0200 CEST m=+2.271075836,""""""
2025-09-03 15:47:18.024774427 +0200 CEST m=+2.392410820,""""""
