date, log
2025-09-03 15:45:57.062688483 +0200 CEST m=+0.426094420,""""""
2025-09-03 15:45:57.175341544 +0200 CEST m=+0.538747480,""""""
2025-09-03 15:45:57.292929403 +0200 CEST m=+0.656335338,""""""
2025-09-03 15:45:57.606343025 +0200 CEST m=+0.969748963,""""""
2025-09-03 15:45:57.734644439 +0200 CEST m=+1.098050373,""""""
2025-09-03 15:45:57.943506365 +0200 CEST m=+1.306912300,""""""
